600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/21150_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,518,20.7562819,10010111000111110111101111000010011111001101000110101110010011100101101010100100110010011111101111100110111010110001111100101000111110100100000011111101011010011110111111110000100011110101000110010111110001100000110001001011111010101000000101101011111001100010000101001001111001000001011001001011000111110110111000011011101100000010111111100101010110000010100000111101100111000011100010001101100000000111010010111111100000011000000000000101010101111011000001011100011110111010111101011111111100000011011111100001100110
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/22306_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,518,21.4511221,00100001001000011100111001011001001001011100001101000011001111100101101001111101110000110010111000111111100011010011110111011111000100010000001000000110011110011000000000011111101101110000111010111001101111010111000011110000100101000011101110111110100100011101001011000110110000100111000100110100001111101110100000111011110011010111111011111101101011011110111001011110001111111011100010000101110010011111100010111111100001010111001110001111001000001001101101100101111101111100101111110100110100011000000001000011110000
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/23430_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,518,21.4565303,11111100000001011000001101111100011000000000011110010001111100011100011110001101111001101111001011010000111000000011100100111111110110101110110000001111100000100000000100101100011011000100001101111100110000010101001100111000111011111110000000001000111101100101011100111110000111000100011111011111110001000010100100001011010000110010111111110001100010100000011010101110001000001111000101110000000101000100110011111000000011111000110000001111100110100011111011110001011001101110000000001010111000110001111111111101011011
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/24031_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,515,21.5527552,11111111101000111101101011000011010001111001110010100101100000001101011111101111110001111111010000100010111101001001111011101111000010010101111000110011001111100100100000010100011100001101100000000000101111100011000111111001011001100011011011100001000111111000010111011100100001011110000111010001111101101000000011111010000000100110001111100000001110000001111001011101000010000111000010011000110001110000111110000100011100001110001011100010011111101011010000101011101101000000111000100110111001111000000111000110101
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/24639_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,517,21.3293478,1111111111100001110111010000010000101110010110000001110001100111111001000001110110000000000110011110010100001110010001001000111001111110010111001100001100010100001110000100111100101011001010000001101010011000000110110111101000100111110000011000100001011100100111001000110000000111000011100101011011101100010001011110000111011001000010000101010101101000100101110001110001000001100110011101011110100001010110000110100000000100000101111101100001000100001000001011110011100011101000010001110011100101011000100110000010100
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/24833_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,521,21.7323626,11111100010111000011111010111001111000110110100010011100010110010011000101010111100011000000110101100011001111111100001110001101000111000011101000111110000011000000101101010000001110011001000001011011111111100001111111100011000000111111101000011001111111111000011000011100001011000110110001101010000011001110000101110010001111111000110000111001111011111100110000100011110111100101110100100000101111001001100010010110110111000101010011110000111110011111111000001000110000001111111111010000011100001000111101011010001111010
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/25021_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,519,21.5655252,110101100100001000110011100001111111100001110111110010001110000011010000111111111000111010000011000000110100101101000010111100000000001111000010100100001011000101011100000111010101111101111100000000000111101110011000001100101000000010000001011110011000011010000011110011000101110100111111001111010000101000111111100111000101111000110111111000010011110100011101110111000110001110100011000101100001111000110000111111001111001100011010001110111000001101101101100010000000111011000000110000000011010000111101101110101010010
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/25097_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,518,21.4982416,10100000101011001110010111001000111101000000001100010010110110000100111110001110111100010011111000010000111010011011101111100000111111100100101000110010011010111111001100001100111000010001011110010010011111111000100101100101110101111100111000011101000000000110011011100000011111000000001101101110011011110110000010011111011101111101100010111100011001000001101010000000100000011000100111101101110000000010001011100111111000100000111100001101111011100111010000111010100010111000101111110010001100000010111010111001011101
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/25829_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,516,21.3082662,100010111110000000011111011111001100000001110111111111100000111001011111011001111111000001000000001011000111110000010001110111110001011100100001110000000111101100000110000110100110100001111100111001110111001011110011100110000111011001111011111100100001100110010000000010110110110000010110001100011101111100100100000001010011001001110100000000011011111001110101111101100100000100111110000100011110001000111000011010101110111101101000001110010000110110111011101100111001111001100111001010010010001101101111110110001101
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/26270_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,517,21.4744158,1011111111000111010000101001000100010111001000000110011001011111111100111100101101000000011111000111111100100011000100001011110010111100111111101011000011000100111111111110010000111111011100110010001111011111101010000011111011111110100001011110100011000111001101100010000100111111111000000000000100101000001000011100110110100111010101111010011110111010000111001011000011001110111111100111110111110011010110000011000001111011011011010101111101110011001011010111111011100011110000110011011001111000000001111010111100011
600 100 GMPSUM00 smpl1 ../../Instances/ES/1000_100_2/28909_1000_100_2 BSCharp_GMPSUM00_ES_Beam_600_Filter_100.out.csv,GMPSUM00,100,1000,2,516,21.468808,000000000111000100000111100111000000101000011101000001001111000001110100001000010000011110101110000001010011111110101111101111111111011111000010110001011101111011000001110111110011000011100011101111110001011000111110101100101000111010111100111000000101011111011110001100001100001101011111011000101010001110100001000111101100000001000001111111101000111100001000010111111011111000001111000011100101111101111000010001111100100111011010111111101110110010001000111100000001110011011111111010111000110100000111001110100100
