20000 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/21150_1000_100_2 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,100,1000,2,521,896.5563425,10001000010100111110111100001100111010001110111111011101001010101111100111111001000001111011011111100001001011111001111111001000111000001111000010000001111011111110100010100111000001010001001111111001111000011111111010000100101111010101011010000000111010111100000000100101010011111100111100010000101110011000011011110000010011011111001011111101101010000010011000010111100001100111100110000000111000001011011101100000000111010011000000001001110111101000001100110011110000011100010100011010111110000000101110111110001110011
20000 100 GMPSUM100 smpl1 ../../Instances/ES/1000_10_2/20041_1000_10_2 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,10,1000,2,618,898.7198521,011111000000100000001000001100111010110111001111110000000000000000100100001111111110111111101001110000011100000011101100001101010011001110111101111000110000111100000011000001001011101111000111110000100000000000111001010110110000000011010010110000000010110111011111010101011111101110000011100010111001011100001110000000100111000011000111100001011000111011011101000001000001111111111011000000001100110000110001000011100110111111011000111001000011111101100000110001000110011000111000111100000101001111001100101111010001010111111101100011101111001111110000000100111101100010001101111011000011100001100100001001000101111010
20000 100 GMPSUM100 smpl1 ../../Instances/ES/2500_50_25/20481_2500_50_25 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,50,2500,25,140,893.2805207,65"#6+-)3$.7667(#&!(4+2/3-#34&54%#))("$%.'.6-3+3+!*)4..&-0'0+4+/)+43-5*+#'!.)-',$..&&%#10(32*'%7,"!4#*(4+7(,%%0%"*2(6*&07%7'10(62170+1%$47/"
20000 100 GMPSUM100 smpl1 ../../Instances/ES/1000_10_2/20153_1000_10_2 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,10,1000,2,616,898.0295741,1111111110100101001111101000011111111100101110110001101111100110101000001111101101011101001100001111111111110000001010001001100111011111011100011100001111111101111011101000000000100011100000111001111010000000100011011001111000100000111110100010100000000000111110100011011100001011111000001000011011000000100100011111101000110010010000000110100000101111110010111000010010000010000111110010000000000000110001010101001100110001111111111010011100010110111111101001001110100110000001010110100111010101000110010000001101101001011110000000011111011111101000000011001011111001010110001010111111110000010010010001000100001000
20000 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/22306_1000_100_2 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,100,1000,2,521,897.0144316,11101100000111100101110101001001000000010101010011000000111110011000010000011110011111101011000010011011110011111000111010100001011001000000011111001111001010001010001000001010111011001100010101101110001111111011100000100001111000011101001001011101111100100000011110010000010000111110111000100010011110000000001111110011100100100111100010010101111110111111111011110001000100110001011111000000010011000111110000011111010000000101100001101001111010010000010101110000101100111110011110000111010011000011001100000110111111111
20000 100 GMPSUM100 smpl1 ../../Instances/ES/2500_50_25/22161_2500_50_25 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,50,2500,25,141,890.9005343,1.*+12"8-7%40*/85.+5)%108&4!$&21#1*67-.%'(-08)2/1+.)+'8,-4('7+7%3'")*%&+167&.""04-!1*)'..1-+,3$*/$&,$$*1%2),44%*'%16+43#$*1,*3/'$#))/,"/4(+2'
20000 100 GMPSUM100 smpl1 ../../Instances/ES/1000_10_2/20292_1000_10_2 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,10,1000,2,617,898.5640984,00100110001011110011001011100000001001100110110100111110010001111111100000000000111010100100101100000001111101001111100000001111101000100001100110100000000110011101100010000010011111110110011111000001110110011000001101111110111000000000100001100000111000111001010011111110111101011001010010111100000011010001000110101011100011000000110111111100000101010000000000001110011110111100100011100010101111000011001100111100111101100010101111010101111101100000100101000001000110000111111111110111101111101011000011110101111000011011001000100100001111100110001110101100111111101010001100110010111101100011100010001100011111111
20000 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/23430_1000_100_2 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,100,1000,2,520,895.525709,1100011000000010011110000011011111000110000000001000111000101001111100111001000010111100110111000101101100100000111000000011111001111111100110000010000000001110010111011100101000000110100110010000111110100111011011001111110110000101100000011100111010110011110000111010001111111100000011101101001000001100010001001000000111111101101111101101011110101110100001000000011110010011110011101100000000111001111101010100100011011110000000001100000000000111110011010000001001001101110010000111110010111100010001111111110110110011
20000 100 GMPSUM100 smpl1 ../../Instances/ES/2500_50_25/22168_2500_50_25 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,50,2500,25,140,892.1917879,8!$&7"!-',.!##3-6.7"+,"%,(#771-410,02/&"54&'0'-%3#+$-2**!)3433*!!!(7,1/,,440/,5%")*"(7&1464.8-!,4$5&8/"0#+."58)700.#/0/5'+210'!/085*7$('.3*%
20000 100 GMPSUM100 smpl1 ../../Instances/ES/1000_10_2/20491_1000_10_2 BSCharp_GMPSUM100_ES_Beam_20000_Filter_100.out.csv 900,GMPSUM100,10,1000,2,623,898.9321528,11010100011111011100010100111100001000101011011000001100101111100000100111101100011100111010100000000011001000011110110000011000000110000111110011100100011000110001101011111001001000001110111101010001110111111101000100111010001100000001111011010111101100000000101110100110010011110001110111000000000100010100000110100011000000011110001100001111010100100100000001001100001001111111110111001011101000011100010000001100011011110011010000011010001100000011011010111011111101111000111000001110000001111011111111100100011001111000000000100011010100111110011001000111000010010000101110100111111000110001101110110111101001111111110
