/ES/1000_100_2/,50,520.56,896.2783915839999
/ES/1000_10_2/,50,619.28,898.6324418360007
/ES/2500_50_25/,50,140.32,891.6743476900003
/ES/1000_100_10/,50,124.16,887.4204465739997
/ES/1000_50_10/,50,137.7,891.4845451320001
/ES/5000_10_100/,50,145.46,897.1597243139997
/ES/2500_100_25/,50,123.38,885.8931738300005
/ES/1000_50_2/,50,540.4,896.9843570360001
/ES/5000_50_100/,50,71.36,1144.6216297779997
/ES/1000_10_10/,18,205.22222222222223,899.0455398055554
/ES/2500_10_25/,17,238.52941176470588,899.1507737058824
