./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_5.txt ,140,13.3906,isetateeationaeintitionfuseteaesieeenererettioneeetteteninustnotraeatoesetiofeanaoeiotintuitinisteaoinentteointstinteaaintorsreraeittionteor
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_10.txt ,132,12.1406,tiaereaeaniteenationrtnointtottinleetisereaontaetneeretiosheeneeointutitrationititonitintosieetraaaonintnteretintsentaittiotititonte
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_9.txt ,138,16.7344,tiseatesinaertintnitostieanintrttteeneantintreeationineinteraatiratietheetiocatentitinratostiutonteatisarerinratatintataterefraeeitionterl
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_6.txt ,138,13.2656,tiaeteninartintnintosttianintrttteeeaninteratinnteeetonrieintetatiteeenttiocanoeatinitintetitionstietsrertesaresatintaatieroraetatitonteli
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_11.txt ,146,12.8125,intuitinistisetstatansointutioniticeeadepsiereeaiaroainseneretiontiotoaprintsreieeeentintistitionsfinpoitionttitereationiteredttontittionistieaire
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_7.txt ,138,13.1094,isetateeetionnnetintnitionsitintaeenonnitntatinsteatoetsifutonranoinatisetionetintitinisicreaneeenteaiantinteresetatinontntitoteititonterl
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_10.txt ,137,16.4062,tiseatesinaertintnitostieanintrttteeneantintreeationineinteraatiratieteseatontitotiratonproetettstieataaentitarainnttnteeeeeoaittitonteor
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_12.txt ,144,12.5938,ntutniticsestatanointuitionistifuetininereetiaraoareenereationeteonionseeeintiiiseinnertintinititionsretetintitinstutioertrensttinintiioeroeirei
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_8.txt ,137,12.875,isetteationortinttintitioniitanteaeeieeseareeentntereatioeeentettinstontietitionitinttnitinationoitrteetaistatnstereinratonstittiioitraor
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_13.txt ,137,12.3906,ntioistesatanaintuitionstcuetiitreiseeersenaoaieenereatioetentoesinanoniireeeeetintitinitioiitseetenionintinsturoertreonsttinitionteterei
