600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_12_0.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,12,859.9166666666666,26,130,11.4266225,tisteatanaintitotititonsietaintaeeerareeentontrereisteeeeoontosdnenenititiontetitinitiftonseeritarertesintaereatitontinttioititero
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_0.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,887.5454545454545,26,140,12.2046584,tiseatesinaertintnitostieanintrinereettteretonitntoneesiereninteatatiotsntinenaetoititonsiettsiteaierainthateastteetiereationtitntitiititero
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_1.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,884.8181818181819,26,140,12.5108073,ntutniticsetatanintuitionistifutinieeereresenarianaeetioeenthetoandnetonintititiontuitionititionsieeriteraonttinstiereiaiationtinitoiicetere
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_2.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,877.8181818181819,26,138,12.1853181,tisteatanaintitostietionosienraintereenineenintrarereeinsarieeeieoitontineeestitionsieteetinetitonfuontsteaetnteesirenintaitonetititintets
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_3.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,868.0909090909091,26,133,11.6825552,tisetatanaintitoititionsietainteresieerareenontoriterereintaomiontontineeestitiontitorieititisisoteaoieentteoereninaltiontintititears
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_4.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,864.8181818181819,26,132,11.8351874,tisteatanaititotiereionoisietainteraincaieereaionseeteetneionetotnranintititosietintitioisicueteaeierenttintereetationtintitoiinteri
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_5.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,861,26,131,11.8437167,tisteatanaititotiereionoointintinaeeerreeentontrereisteeeeoionstnranintititionttitintetoiitonietrthetieeseeintererationtentitoitite
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_6.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,860.9090909090909,26,132,11.9091331,tisetsatanaintutostifuyettraesicenaintrereationteitheonprieintiticeeentitionititeloietitutiisteoineentterretiereatatontinttioititero
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_7.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,859.3636363636364,26,129,11.3162437,tisteatanaititotiereionoointintinaeeerareeentieereretnsinenetonntineateetioneittinitintisoterarintheseinsitereationstenitiititaor
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_8.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,857,26,129,11.5080098,tisteatanaintitotititonsietaintiaeeerareationtitonrieintaaioosntoinnetnititonsieitutinisicoineenttoriesretsisaiatintentitiititaor
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_9.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,843.9090909090909,26,128,11.302281,tisteatanaintitostietsineeetieetnieenarreationteeeeeesinsoandoneeenetrestinuitioitietsssteeientonisteretiearatatonintutioitineor
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_10.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,832.0909090909091,26,129,10.979135,tisteatanaintitotititonsietaintaeeerareeentontrereisteeeieontotinreeenttionutintetoiitinistifnretheetensitereatitontinttioititero
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_11_11.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,11,821.6363636363636,26,130,11.2629612,tisteatanaintitotititonsietaintaeeerareeentontrereisteeeeoontosdnenetititiontetitinitiftonseeritarertesintaereatitontinttioititero
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_0.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,917.7,26,154,13.1794601,seteatteatanuitisseeotioneeetionttintutoniticetieireeatnateteretionttotisandeeonintititrationintitionitiotioseesetateiaininnitereatintentalittioiscotetere
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_1.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,910,26,152,13.0073933,tiseatesinaertintnitosteteaenitotinereettteretioncaneiererentatnatreatioetenieointuitistirtinstintuitinisiteraerointtnteetietaaenteretionttintioititerao
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_2.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,899.3,26,146,12.4325234,tiseeaesinteeaiatontointtosttinteraetitsereeontainaeteretionntheotionsseointutiotrationotietontintrsetieatiaeintontinsterresntationtntitereoiintei
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_3.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,895.7,26,142,12.1954642,tiseatesinaertintnitosteteaeeittonereetatteretionieeeeationaeratitetiotetinandoentititiontetuitinisticeteaeorieataantetinearereettintontterede
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_4.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,891.5,26,145,12.8760352,tierteaeranaittseeatinereeiinutiittinteraesicereeainaroatiseteneoettionstsandenoenititiratiopetinutiotarinoetetatineestintererenttionntinterainor
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_5.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,891.4,26,143,12.5981402,tiseatesinaertintintutoitifutisinereetttereeonnnitarationsteeeatoetenioneatinttistationpetititintuiteaeinerataaetnsteetiereationttinitititeraor
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_6.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,889.7,26,138,11.8982643,tiseatesinaertintnitosteteraetistttereeoanintreeationieeenteationstntoeeeetntiofeanaoetioitintiisstaenonteaointstitereationntantooitrainor
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_7.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,887.1,26,144,12.2254344,tiseatesinaertintnitosteteaeitononereettteretonitntoneesiereninteatationttooinandoetionitinitintetsteaeieraristhatatteetierentionttintitiititerr
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_8.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,872.7,26,141,11.6756559,seteateranaitisiestinereraiatintinttteretionneieeatnarotiseeeneoettiostnoeaenetetereatiopetintitoniutreeeneateointintereationntaintosteinterl
600 100 GMPSUM75 smpl1 ../../Instances/text_case_study_k/neg_12_10_9.txt BSCharp_GMPSUM75_CaseStudy_Beam_600_Filter_100.out.csv -1,GMPSUM75,10,859.7,26,140,11.949858,tiseatesinaertintnitostieanintrinereettteretonitntoneesiereninteatatiotsntinenaetoititonsiettsiteatierarineatestteetiereationtitntitiititero
